timestamp,value
1723800900,74.9900332226
1723801200,74.9900332226
1723801500,73.8704318937
1723801800,73.2159468438
1723802100,69.6910299003
1723802400,72.707641196
1723802700,71.073089701
1723803000,61.8205980066
1723803300,57.4266666667
1723803600,54.8239202658
1723803900,52.9900332226
1723804200,51.1727574751
1723804500,50.0631229236
1723804800,48.9166666667
1723805100,47.8970099668
1723805400,46.7973421927
1723805700,46.7973421927
1723806000,46.0033222591
1723806300,45.445182724252
1723806600,46.22
1723806900,45.9202657807
1723807200,44.1760797342
1723807500,46.3455149502
1723807800,45.4318936877
1723808100,43.24
1723808400,41.5315614618
1723808700,43.252491694352
1723809000,41.3787375415
1723809300,41.51
1723809600,41.0830564784
1723809900,41.3056478405
1723810200,41.3056478405
1723810500,40.9634551495
1723810800,41.2392026578
1723811100,41.3853820598
1723811400,40.2933333333
1723811700,38.4617940199
1723812000,39.1528239203
1723812300,38.0664451827
1723812600,35.87
1723812900,36.3089700997
1723813200,37.5747508306
1723813500,37.3222591362
1723813800,36.2966666667
1723814100,36.335548172757
1723814400,35.0398671096
1723814700,35.0398671096
1723815000,33.5533333333
1723815300,32.4651162791
1723815600,31.601328903654
1723815900,30.5049833887
1723816200,29.686666666666
1723816500,29.7607973422
1723816800,29.106312292358
1723817100,28.767441860465
1723817400,28.518272425249
1723817700,29.455149501661
1723818000,30.461794019933
1723818300,29.23
1723818600,26.491694352159
1723818900,26.491694352159
1723819200,27.159468438538
1723819500,27.096666666666
1723819800,26.53488372093
1723820100,24.189368770764
1723820400,23.48
1723820700,23.465116279069
1723821000,24.3322259136
1723821300,22.8903654485
1723821600,22.72757475083
1723821900,23.51
1723822200,24.3388704319
1723822500,21.72757475083
1723822800,21.438538206
1723823100,21.3388704319
1723823400,21.086378737541
1723823700,21.0166112957
1723824000,19.953333333333
1723824300,19.8338870432
1723824600,19.5980066445
1723824900,19.31561461794
1723825200,22.413333333333
1723825500,18.75415282392
1723825800,17.960132890365
1723826100,17.455149501661
1723826400,17.366666666666
1723826700,16.3853820598
1723827000,16.3953488372
1723827300,16.26245847176
1723827600,16.1196013289
1723827900,15.816666666666
1723828200,16.172757475083
1723828500,15.242524916943
1723828800,14.53488372093
1723829100,14.3754152824
1723829400,14.35
1723829700,14.75415282392
1723830000,14.6245847176
1723830300,13.8903654485
1723830600,13.773333333333
1723830900,13.215946843853
1723831200,12.451827242524
1723831500,12.514950166112
1723831800,12.123333333333
1723832100,11.368770764119
1723832400,10.956810631229
1723832700,11.4219269103
1723833000,10.486666666666
1723833300,9.9169435216
1723833600,9.667774086378
1723833900,9.581395348837
1723834200,8.910299003322
1723834500,8.586666666666
1723834800,7.993355481727
1723835100,7.35880398671
1723835400,6.826666666666
1723835700,6.571428571428
1723836000,5.794019933554
1723836300,5.886666666666
1723836600,5.501661129568
1723836900,4.7342192691
1723837200,4.7342192691
1723837500,4.601328903654
1723837800,4.286666666666
1723838100,4.501661129568
1723838400,4.033222591362
1723838700,4.073333333333
1723839000,3.7342192691
1723839300,3.426666666666
1723839600,3.475083056478
1723839900,3.4
1723840200,3.26245847176
1723840500,3.009966777408
1723840800,2.724252491694
1723841100,2.830564784053
1723841400,2.723333333333
1723841700,2.687707641196
1723842000,2.501661129568
1723842300,2.342192691029
1723842600,2.621262458471
1723842900,2.32
1723843200,2.259136212624
1723843500,2.169435215946
1723843800,2.302325581395
1723844100,2.21
1723844400,2.049833887043
1723844700,1.956810631229
1723845000,2.07
1723845300,1.973333333333
1723845600,2.033222591362
1723845900,2.112956810631
1723846200,1.94
1723846500,1.777408637873
1723846800,1.740863787375
1723847100,1.813953488372
1723847400,1.767441860465
1723847700,1.707641196013
1723848000,1.916943521594
1723848300,2.089700996677
1723848600,1.611295681063
1723849200,1.514950166112
1723849500,1.65
1723849800,1.966777408637
1723850100,1.558139534883
1723850400,1.574750830564
1723850700,1.544850498338
1723851000,1.478405315614
1723851300,1.41196013289
1723851600,1.416666666666
1723851900,1.6146179402
1723852200,1.31561461794
1723852500,1.388704318936
1723852800,1.243333333333
1723853100,1.382059800664
1723853400,1.318936877076
1723853700,1.325581395348
1723854000,1.193333333333
1723854300,1.132890365448
1723854600,1.338870431893
1723854900,1.1926910299
1723855200,1.156666666666
1723855500,1.21926910299
1723855800,1.182724252491
1723856100,1.122923588039
1723856400,1.156666666666
1723856700,1.279069767441
1723857000,1.225913621262
1723857300,1.246666666666
1723857600,1.225913621262
1723857900,1.102990033222
1723858200,1.053333333333
1723858500,1.049833887043
1723858800,1.033222591362
1723859100,1.233333333333
1723859400,1.222591362126
1723859700,0.940199335548
1723860000,0.97342192691
1723860300,1.113333333333
1723860600,1.232558139534
1723860900,1.235880398671
1723861200,1.129568106312
1723861500,1.183333333333
1723861800,1.119601328903
1723862100,1.066445182724
1723862400,1.029900332225
1723862700,1.14
1723863000,1.116279069767
1723863300,1.006644518272
1723863600,1.053156146179
1723863900,1.073089700996
1723864200,1.143333333333
1723864500,1.089700996677
1723864800,1.285714285714
1723865100,1.269102990033
1723865400,1.123333333333
1723865700,1.132890365448
1723866000,1.122923588039
